Physiographic Division,Physiographic Province,State,USGS Station No.,Site Name,Coordinates,,Drainage Area,, Bankfull Discharge,,Bankfull Width,,Bankfull Depth,,Bankfull Area,,Source
Appalachian Highlands,Appalachian Plateaus,New York,01413500,East Branch of Delaware River at Margaretville ,42.144810,-74.653489,163.00,422.17,4050.00,114.68,149.57,45.59,5.00,1.52,747.13,69.41,"Mulvihill et al. 2009, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01414000,Platte Kill near Dunraven ,42.133143,-74.695434,34.90,90.39,1170.00,33.13,55.65,16.96,2.50,0.76,135.70,12.61,"Mulvihill et al. 2009, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01415000,Tremper Kill near Andes ,42.120087,-74.818493,33.20,85.99,914.00,25.88,65.50,19.96,2.30,0.70,151.00,14.03,"Mulvihill et al. 2009, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01422500,Little Delaware River near Delhi,42.252308,-74.901550,49.80,128.98,1700.00,48.14,75.30,22.95,3.27,1.00,246.33,22.89,"Westergard et al. 2005, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01423000,West Branch Delaware,42.166196,-75.139891,332.00,859.88,6640.00,188.02,243.50,74.22,4.65,1.42,1125.00,104.52,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01423500,Dryden Brook near Granton,42.122030,-75.246839,8.10,20.98,300.00,8.50,29.37,8.95,1.93,0.59,55.93,5.20,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,0142400103,Trout Creek near Trout Creek,42.173695,-75.279340,20.20,52.32,630.00,17.84,54.07,16.48,2.80,0.85,151.67,14.09,"Westergard et al. 2005, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01425500,Cold Spring Brook at China,42.161194,-75.392677,1.49,3.86,52.00,1.47,16.98,5.18,0.88,0.27,14.65,1.36,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,0143400680,East Branch Neversink River northeast of Denning  ,41.967037,-74.447931,8.93,23.13,1190.00,33.70,50.10,15.27,2.57,0.78,127.03,11.80,"Mulvihill et al. 2009, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01434010,East Branch Neversink River at Denning ,41.958426,-74.473487,13.30,34.45,1980.00,56.07,71.20,21.70,2.40,0.73,169.20,15.72,"Mulvihill et al. 2009, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01434025,Biscuit Brook above Pigeon Brook at Frost Valley ,41.996083,-74.500222,3.72,9.63,271.00,7.67,35.97,10.96,1.73,0.53,61.33,5.70,"Mulvihill et al. 2009, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01435000,Neversink River near Claryville ,41.890092,-74.589879,66.60,172.49,4180.00,118.36,102.20,31.15,4.20,1.28,426.50,39.62,"Mulvihill et al. 2009, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01449360,Pohopoco Creek at Kresgeville,40.897592,-75.502408,49.90,129.24,785.00,22.23,82.50,25.15,2.76,0.84,238.00,22.11,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01450500,Aquashicola Creek at Palmerton,40.806205,-75.597964,76.70,198.65,1720.00,48.70,146.00,44.50,2.71,0.83,391.00,36.33,Chaplin 2005
Appalachian Highlands,New England,Pennsylvania,01451500,Little Lehigh Creek near Allentown,40.582320,-75.482961,80.80,209.27,604.00,17.10,63.70,19.42,3.62,1.10,231.00,21.46,Chaplin 2005
Appalachian Highlands,New England,Pennsylvania,01451650,Little Lehigh Creek at 10th Street Bridge at Allentown,40.596486,-75.474072,98.20,254.34,1006.00,28.49,66.80,20.36,3.28,1.00,215.00,19.97,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01451800,Jordan Creek near Schnecksville,40.661762,-75.626854,53.00,137.27,1753.00,49.64,106.00,32.31,3.13,0.95,332.00,30.84,Chaplin 2005
Appalachian Highlands,New England,Pennsylvania,01452000,Jordan Creek at Allentown,40.623153,-75.482405,75.80,196.32,1940.00,54.93,106.00,32.31,2.69,0.82,311.00,28.89,Chaplin 2005
Appalachian Highlands,New England,Pennsylvania,01452500,Monocacy Creek at Bethlehem,40.641209,-75.379347,44.50,115.25,392.00,11.10,54.60,16.64,2.10,0.64,115.00,10.68,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01468500,Schuylkill River at Landingville,40.629258,-76.124662,133.00,344.47,2391.00,67.71,113.00,34.44,5.09,1.55,576.00,53.51,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01469500,Little Schuylkill River at Tamaqua,40.807033,-75.971871,42.90,111.11,980.00,27.75,55.50,16.92,2.60,0.79,145.00,13.47,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01470756,Maiden Creek at Virginville,40.514261,-75.882982,159.00,411.81,3147.00,89.11,157.00,47.85,4.28,1.30,671.00,62.34,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01470779,Tulpehocken Creek near Bernville,40.413426,-76.171613,66.50,172.23,1114.00,31.54,111.00,33.83,2.96,0.90,305.00,28.34,Chaplin 2005
Appalachian Highlands,Piedmont,Pennsylvania,01471980,Manatawny Creek near Pottstown,40.272873,-75.679910,85.50,221.44,2340.00,66.26,90.10,27.46,5.19,1.58,468.00,43.48,"Cinotto 2003, White 2001"
Appalachian Highlands,Piedmont,Pennsylvania,01472157,French Creek near Phoenixville,40.151491,-75.601305,59.10,153.07,1440.00,40.78,87.10,26.55,3.63,1.11,316.00,29.36,"Cinotto 2003, White 2001"
Appalachian Highlands,New England,Pennsylvania,01472198,Perkiomen Creek at East Greenville,40.393988,-75.515459,38.00,98.42,1190.00,33.70,117.00,35.66,2.65,0.81,304.00,28.24,"Cinotto 2003, White 2001"
Appalachian Highlands,New England,Pennsylvania,01472199,West Branch Perkiomen Creek at Hillegas,40.373988,-75.522403,23.00,59.57,1000.00,28.32,96.50,29.41,1.94,0.59,202.00,18.77,"Cinotto 2003, White 2001"
Appalachian Highlands,Piedmont,Pennsylvania,01475850,Crum Creek near Newtown Square,39.976499,-75.436586,15.80,40.92,601.00,17.02,57.50,17.53,2.79,0.85,161.00,14.96,Cinotto 2003
Appalachian Highlands,Piedmont,Pennsylvania,01477000,Chester Creek near Chester,39.869001,-75.408249,61.10,158.25,1772.00,50.18,69.60,21.21,4.35,1.33,303.00,28.15,Cinotto 2003
Appalachian Highlands,Piedmont,Pennsylvania,01480300,West Branch Brandywine Creek near Honey Brook,40.072879,-75.860774,18.70,48.43,333.00,9.43,57.40,17.50,2.24,0.68,128.00,11.89,Cinotto 2003
Appalachian Highlands,Piedmont,Pennsylvania,01480500,West Branch Brandywine Creek at Coatesville,39.985661,-75.827447,45.80,118.62,1097.00,31.06,77.60,23.65,2.33,0.71,179.00,16.63,Cinotto 2003
Appalachian Highlands,Piedmont,Pennsylvania,01480610,Sucker Run near Coatesville,39.972328,-75.850502,2.57,6.66,143.00,4.05,17.80,5.43,1.36,0.41,24.00,2.23,"Cinotto 2003, White 2001"
Appalachian Highlands,Piedmont,Pennsylvania,01480617,West Branch Brandywine Creek at Modena,39.961773,-75.801334,55.00,142.45,1643.00,46.52,97.00,29.57,2.77,0.84,268.00,24.90,Cinotto 2003
Atlantic Plain,Coastal Plain,Delaware,01484000,Murderkill River near Felton,38.975947,-75.567147,12.90,33.41,100.00,2.83,33.50,10.21,2.29,0.70,76.57,7.11,McCandless 2003b
Atlantic Plain,Coastal Plain,Delaware,01484100,Beaverdam Branch at Houston,38.905778,-75.512750,3.02,7.82,34.95,0.99,14.70,4.48,1.42,0.43,20.81,1.93,McCandless 2003b
Atlantic Plain,Coastal Plain,Maryland,01485500,Nassawango Creek near Snow Hill,38.228917,-75.471444,44.90,116.29,221.60,6.28,36.40,11.09,3.06,0.93,11.48,1.07,McCandless 2003b
Atlantic Plain,Coastal Plain,Delaware,01487000,Nanticoke River near Bridgeville,38.728333,-75.561861,75.40,195.29,340.70,9.65,53.80,16.40,3.96,1.21,212.85,19.77,McCandless 2003b
Atlantic Plain,Coastal Plain,Maryland,01489000,Faulkner Branch at Federalsburg,38.712336,-75.792433,7.10,18.39,85.94,2.43,17.58,5.36,1.80,0.55,31.68,2.94,McCandless 2003b
Atlantic Plain,Coastal Plain,Maryland,01491000,Choptank River near Greensboro,38.997194,-75.785806,113.00,292.67,689.30,19.52,97.20,29.63,3.94,1.20,383.11,35.59,"McCandless 2003b, D84 from Krstolic and Chaplin 2007"
Atlantic Plain,Coastal Plain,Maryland,01492050,Gravel Run at Beulah,38.681782,-75.897714,8.40,21.76,64.72,1.83,17.90,5.46,1.87,0.57,33.56,3.12,McCandless 2003b
Atlantic Plain,Coastal Plain,Maryland,01492500,Sallie Harris Creek near Carmichael,38.964889,-76.108833,8.09,20.95,78.01,2.21,17.40,5.30,2.95,0.90,51.38,4.77,McCandless 2003b
Atlantic Plain,Coastal Plain,Maryland,01492550,Mill Creek near Skipton,38.916780,-76.061332,4.60,11.91,39.10,1.11,26.80,8.17,1.01,0.31,27.10,2.52,"McCandless 2003b, D84 from Krstolic and Chaplin 2007"
Appalachian Highlands,Piedmont,Maryland,01495000,Big Elk Creek at Elk Mills,39.657056,-75.822361,52.60,136.23,2099.00,59.44,77.50,23.62,4.40,1.34,341.70,31.74,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01496000,Northeast Creek at Leslie,39.627890,-75.944111,24.30,62.94,1336.00,37.83,58.00,17.68,3.40,1.04,197.60,18.36,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Appalachian Plateaus,New York,01496370,Mink Creek at Richfield,42.848683,-75.002379,10.40,26.94,270.00,7.65,40.71,12.41,2.06,0.63,82.73,7.69,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01497805,Little Elk Creek at Westford,42.633687,-74.795429,3.73,9.66,68.00,1.93,16.13,4.92,1.27,0.39,20.47,1.90,"Westergard et al. 2005, Miller and Davis 2003"
Appalachian Highlands,Appalachian Plateaus,New York,01501500,Sage Brook near South New Berlin,42.531185,-75.425177,0.61,1.58,29.00,0.82,11.05,3.37,0.72,0.22,7.70,0.72,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01502000,Butternut Creek at Morris,42.545354,-75.239057,59.70,154.62,1000.00,28.32,66.38,20.23,4.00,1.22,260.25,24.18,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01508000,Shackham Brook near Truxton,42.767290,-76.018534,3.16,8.18,174.00,4.93,26.27,8.01,1.16,0.35,30.76,2.86,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01508500,Albright Creek at East Homer,42.669236,-76.102982,6.81,17.64,299.00,8.47,32.42,9.88,1.63,0.50,52.62,4.89,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01509000,Tioghnioga River at Cortland,42.602848,-76.159373,292.00,756.28,3770.00,106.75,190.83,58.17,5.63,1.72,1074.33,99.81,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01510000,Ostelic River at Cincinnatus,42.541181,-75.899643,147.00,380.73,3640.00,103.07,113.43,34.57,6.30,1.92,719.00,66.80,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01510500,Ostelic River near Upper Lisle,42.421739,-75.949367,217.00,562.03,4830.00,136.77,175.45,53.48,5.90,1.80,1034.50,96.11,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01510610,Merril Creek tributary near Texas Valley,42.467572,-75.988257,5.32,13.78,261.00,7.39,38.18,11.64,1.53,0.47,53.48,4.97,Westergard et al. 2005
Appalachian Highlands,Appalachian Plateaus,New York,01514801,Catatonk Creek Northwest of Owego ,42.138408,-76.289378,151.00,391.09,3700.00,104.77,265.33,80.87,2.93,0.89,771.00,71.63,Mulvihill et al. 2005a
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01516500,Corey Creek near Mainesburg,41.790907,-77.014688,12.20,31.60,685.00,19.40,71.20,21.70,2.48,0.76,152.00,14.12,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01518420,Crooked Creek below Catlin Hollow at Middlebury Center,41.842573,-77.273309,74.30,192.44,2626.00,74.36,109.00,33.22,4.37,1.33,479.00,44.50,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,New York,01521596,Big Creek near Howard ,42.367014,-77.575545,6.32,16.37,299.00,8.47,24.37,7.43,2.30,0.70,57.20,5.31,Mulvihill et al. 2005a
Appalachian Highlands,Appalachian Plateaus,New York,01528000,Fivemile Creek near Kanona ,42.388404,-77.357759,66.80,173.01,1330.00,37.66,84.58,25.78,2.23,0.68,186.67,17.34,Mulvihill et al. 2005a
Appalachian Highlands,Appalachian Plateaus,New York,01530301,Cuthrie Run near Big Flats ,42.178686,-76.925239,5.39,13.96,265.00,7.50,32.40,9.88,1.57,0.48,50.23,4.67,Mulvihill et al. 2005a
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01533250,Tuscarora Creek near Silvara,41.707020,-76.119095,11.80,30.56,395.00,11.19,58.40,17.80,1.05,0.32,80.30,7.46,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01537000,Toby Creek at Luzerne,41.280914,-75.895752,32.40,83.92,742.00,21.01,49.10,14.97,2.34,0.71,115.00,10.68,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01538000,Wapwallopen Creek near Wapwallopen,41.059250,-76.093540,43.80,113.44,713.00,20.19,69.30,21.12,2.76,0.84,190.00,17.65,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01542720,Wilson Run at Penfield,41.216171,-78.583079,8.34,21.60,192.00,5.44,28.10,8.56,1.69,0.52,46.40,4.31,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01542810,Waldy Run near Emporium,41.578952,-78.292512,5.24,13.57,117.00,3.31,44.40,13.53,1.34,0.41,42.80,3.98,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01543700,First Fork Sinnemahoning Creek at Wharton,41.518954,-78.027501,182.00,471.38,4147.00,117.43,179.00,54.56,4.14,1.26,751.00,69.77,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01544500,Kettle Creek at Cross Fork,41.475899,-77.825825,136.00,352.24,2810.00,79.57,159.00,48.46,3.44,1.05,544.00,50.54,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01545600,Young Womans Creek near Renovo,41.389512,-77.690819,46.20,119.66,780.00,22.09,84.70,25.82,2.58,0.79,213.00,19.79,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01546400,Spring Creek at Houserville,40.833673,-77.827501,58.50,151.51,466.00,13.20,65.80,20.06,2.33,0.71,148.00,13.75,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01546500,Spring Creek near Axemann,40.889783,-77.794168,87.20,225.85,567.00,16.06,66.00,20.12,2.25,0.69,149.00,13.84,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01547100,Spring Creek at Milesburg,40.931727,-77.785558,142.00,367.78,898.00,25.43,77.70,23.68,4.52,1.38,351.00,32.61,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01547700,Marsh Creek at Blanchard,41.059509,-77.605826,44.10,114.22,888.00,25.15,63.80,19.45,2.55,0.78,160.00,14.86,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01549500,Blockhouse Creek near English Center,41.473683,-77.230809,37.70,97.64,1338.00,37.89,92.20,28.10,3.28,1.00,302.00,28.06,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01550000,Lycoming Creek near Trout Run,41.418410,-77.032746,173.00,448.07,4730.00,133.94,202.00,61.57,3.83,1.17,777.00,72.19,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,01552500,Muncy Creek near Sonestown,41.357024,-76.534671,23.80,61.64,1360.00,38.51,68.50,20.88,3.20,0.98,220.00,20.44,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01553700,Chillisquaque Creek at Washingtonville,41.061752,-76.680235,51.30,132.87,1759.00,49.81,74.50,22.71,4.00,1.22,302.00,28.06,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01555500,East Mahantango Creek near Dalmatia,40.611196,-76.911920,162.00,419.58,3451.00,97.72,133.00,40.54,5.12,1.56,681.00,63.27,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01565000,Kishacoquillas Creek at Reedsville,40.654793,-77.583050,164.00,424.76,2490.00,70.51,116.00,35.36,4.75,1.45,539.00,50.07,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01566000,Tuscarora Creek near Port Royal,40.515356,-77.419156,214.00,554.26,4130.00,116.95,200.00,60.96,6.12,1.87,1120.00,104.05,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01567500,Bixler Run near Loysville,40.370916,-77.402209,15.00,38.85,424.00,12.01,43.20,13.17,2.51,0.77,108.00,10.03,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01568000,Sherman Creek at Shermans Dale,40.323419,-77.168870,207.00,536.13,4345.00,123.04,202.00,61.57,3.66,1.12,940.00,87.33,Chaplin 2005
Appalachian Highlands,Valley and Ridge,Pennsylvania,01569340,Newburg Run at Newburg,40.127866,-77.546932,5.29,13.70,300.00,8.50,41.40,12.62,1.73,0.53,70.50,6.55,Chaplin 2005
Appalachian Highlands,Piedmont,Pennsylvania,01571500,Yellow Breeches Creek near Camp Hill,40.224812,-76.898029,213.00,551.67,2407.00,68.16,127.00,38.71,5.16,1.57,654.00,60.76,Chaplin 2005
Appalachian Highlands,Piedmont,Pennsylvania,01573160,Quittapahilla Creek near Bellegrove,40.342869,-76.562467,74.20,192.18,690.00,19.54,72.00,21.95,3.05,0.93,220.00,20.44,Chaplin 2005
Appalachian Highlands,Piedmont,Pennsylvania,01578200,Conowingo Creek near Buck,39.843159,-76.195510,5.53,14.32,260.00,7.36,29.20,8.90,2.22,0.68,63.70,5.92,Cinotto 2003
Appalachian Highlands,Piedmont,Maryland,01579000,Basin Run at Liberty Grove,39.658443,-76.102450,5.31,13.75,614.00,17.39,51.10,15.58,1.90,0.58,96.80,8.99,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01580000,Deer Creek at Rocks,39.629972,-76.403306,94.40,244.49,2614.00,74.02,101.00,30.78,4.70,1.43,473.70,44.01,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01581700,Winters Run near Benson,39.519944,-76.372972,34.80,90.13,1961.00,55.53,67.00,20.42,4.40,1.34,295.50,27.45,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01582000,Little Falls at Blue Mount,39.604083,-76.620472,52.90,137.01,1674.00,47.40,68.00,20.73,4.90,1.49,335.30,31.15,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01583000,Slade Run near Glyndon,39.495389,-76.794833,2.09,5.41,115.00,3.26,13.20,4.02,1.50,0.46,19.20,1.78,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01583100,Piney Run at Dover,39.520611,-76.766889,12.30,31.86,481.00,13.62,36.20,11.03,2.50,0.76,90.40,8.40,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01583500,Western Run at Western Run,39.510778,-76.676500,59.80,154.88,1531.00,43.35,75.40,22.98,4.20,1.28,313.80,29.15,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01583580,Baisman Run at Broadmoor,39.479472,-76.678028,1.47,3.81,115.00,3.26,18.90,5.76,1.70,0.52,31.30,2.91,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01583600,Beaverdam Run at Cockeysville,39.485583,-76.645722,20.90,54.13,663.00,18.77,43.20,13.17,3.80,1.16,162.40,15.09,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01584050,Long Green Creek at Glen Arm,39.454694,-76.478889,9.40,24.35,365.00,10.34,43.60,13.29,1.90,0.58,82.90,7.70,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01585500,Cranberry Branch near Westminster,39.593333,-76.967528,3.29,8.52,162.00,4.59,19.10,5.82,1.60,0.49,31.10,2.89,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Piedmont,Maryland,01586210,Beaver Run near Finksburg,39.489444,-76.902944,14.00,36.26,627.00,17.75,40.40,12.31,2.60,0.79,105.70,9.82,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b, D84 from Cinotto 2003"
Appalachian Highlands,Piedmont,Maryland,01586610,Morgan Run near Louisville,39.451889,-76.955306,28.00,72.52,1024.00,29.00,52.00,15.85,3.20,0.98,165.60,15.38,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b, D84 from Cinotto 2003"
Appalachian Highlands,Piedmont,Maryland,01589440,Jones Falls at Sorrento,39.391722,-76.660944,25.20,65.27,915.00,25.91,54.00,16.46,3.40,1.04,185.50,17.23,"McCandless and Everett 2002, McCandless 2003a, McCandless 2003b"
